street_number,actual_street_name,Suburb,Borough,County,london_region,region,year,tenure_type,leasehold_unexpired_term,value,ground_rent_inpounds,rent_yearly_inpounds,years_purchase
281,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1901,LEASEHOLD,75,275,8.4,38,7.236842105
837,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1901,FREEHOLD,999,630,,30,21
6,HIGHWEEK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1901,LEASEHOLD,78,170,4.5,,
24,NORTHUMBERLAND GROVE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1901,LEASEHOLD,49,170,4.5,19,8.947368421
35,NORTHUMBERLAND GROVE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1901,LEASEHOLD,79,205,8,28,7.321428571
147,NORTHUMBERLAND PARK,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1901,LEASEHOLD,50,225,4.5,,
169,ST. ANN'S ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1901,LEASEHOLD,68,320,10.5,45,7.111111111
220,ST. ANN'S ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1901,LEASEHOLD,5,1100,,70,15.71428571
38,ABBOTSFORD AVENUE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,84,300,5.5,32,9.375
20,ASHMOUNT ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,FREEHOLD,999,505,,32,15.78125
137,BEACONSFIELD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,71,250,6,36.4,6.868131868
76,BLACKBOY LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,75,195,5.25,36.4,5.357142857
51,BRUCE CASTLE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,FREEHOLD,999,275,,31.2,8.814102564
10,ELIZABETH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,76,180,5,33.8,5.325443787
117,HARRINGAY ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,77,240,6.3,39,6.153846154
151,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,65,250,8.4,28,8.928571429
200,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,FREEHOLD,999,950,,,
86,HIGH CROSS ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,FREEHOLD,999,575,,,
7,LANGHAM ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,75,205,5.5,32.5,6.307692308
41,LANGHAM ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,75,390,6,40,9.75
37,LANSDOWNE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,FREEHOLD,999,1160,,,
1,LISTON ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,82,150,4.2,23.4,6.41025641
64,NORTHUMBERLAND PARK,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,71,350,7.5,36,9.722222222
205,PARK LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,61,175,6,20,8.75
2,SOMERSET ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,FREEHOLD,999,265,,27.3,9.706959707
32,THE AVENUE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,76,225,5.25,26,8.653846154
56,TYNEMOUTH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,67,265,5.5,28,9.464285714
67,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,74,680,9,50,13.6
378,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,19,100,4,31.2,3.205128205
378,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,19,110,4,36.4,3.021978022
392,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,LEASEHOLD,82,350,7,38,9.210526316
62,WILLOUGHBY LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1902,FREEHOLD,999,265,,28,9.464285714
51,BEACONSFIELD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,73,215,6,,
2a,BRUNSWICK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,73,185,6,,
20,BRUNSWICK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,73,175,5.25,33.8,5.177514793
30,CHESTNUT ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,FREEHOLD,999,410,,,
3,DALEVIEW ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,56,280,6,34,8.235294118
87,GROVE PARK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,79,150,6,31.2,4.807692308
20,HIGHWEEK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,79,186,4.5,29.9,6.220735786
28,HIGHWEEK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,75,200,4.5,32.5,6.153846154
134,PARK LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,61,165,7,32.5,5.076923077
39,PORTLAND PLACE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,73,240,6,41.6,5.769230769
47,RUSSELL ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,72,200,5.25,32.5,6.153846154
56,ST. ANN'S ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,72,295,7,34,8.676470588
285,ST. ANN'S ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,73,415,5,45,9.222222222
12,ST. JOHN'S ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,85,290,5.25,36.4,7.967032967
693,SEVEN SISTERS ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,77,270,8.5,28,9.642857143
27,SOMERSET ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,FREEHOLD,999,360,,25,14.4
10,STAMFORD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,51,210,2,21,10
50,STANMORE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,91,240,6,32,7.5
6,STATION ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,FREEHOLD,999,235,,29.9,7.859531773
45,VICARAGE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,FREEHOLD,999,320,,30,10.66666667
65,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,75,950,9,80,11.875
76,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,70,750,10,55,13.63636364
520,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,29,475,11,50,9.5
524,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1903,LEASEHOLD,29,405,5.25,40,10.125
56,CHESTER ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1904,LEASEHOLD,97,212,6.5,39,5.435897436
38,DURHAM ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1904,FREEHOLD,999,360,,28,12.85714286
60,ETHERLEY ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1904,LEASEHOLD,74,245,7,26,9.423076923
269,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1904,LEASEHOLD,72,310,8.4,36,8.611111111
420,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1904,FREEHOLD,999,735,,45,16.33333333
422,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1904,LEASEHOLD,62,1070,15,80,13.375
424,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1904,LEASEHOLD,,1050,1,60,17.5
603,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1904,LEASEHOLD,63,500,8,45,11.11111111
14,IPPLEPEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1904,LEASEHOLD,74,200,4.2,,
31,LEALAND ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1904,LEASEHOLD,74,265,6,41.6,6.370192308
97,NORTHUMBERLAND PARK,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1904,FREEHOLD,999,510,,40,12.75
255,PARK LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1904,LEASEHOLD,46,200,5.5,24,8.333333333
61,BARONET ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,FREEHOLD,999,340,,28,12.14285714
18,BEACONSFIELD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,LEASEHOLD,71,225,6,30,7.5
44,BLACK BOY LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,LEASEHOLD,73,165,5.25,27.3,6.043956044
27,ELMAR ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,LEASEHOLD,74,180,3.5,24.7,7.287449393
59,LAWRENCE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,FREEHOLD,999,305,,26,11.73076923
101,NORTHUMBERLAND PARK,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,LEASEHOLD,45,220,3.15,28,7.857142857
90,NORTHUMBERLAND PARK,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,LEASEHOLD,65,260,4,36,7.222222222
15,PEMBROKE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,FREEHOLD,999,380,,30,12.66666667
9,PEMBURY ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,LEASEHOLD,73,275,4.5,28,9.821428571
63,PLEVNA ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,LEASEHOLD,69,200,5,24,8.333333333
40,ST. PAUL'S ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,FREEHOLD,999,210,,26,8.076923077
758,SEVEN SISTERS ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,FREEHOLD,999,700,,,
39,STONEBRIDGE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,LEASEHOLD,73,165,5.25,29.9,5.518394649
28,VICARAGE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1905,FREEHOLD,999,345,,28,12.32142857
14,BEDFORD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1906,FREEHOLD,999,545,,,
40,CHURCH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1906,FREEHOLD,999,235,,23.4,10.04273504
67,CHESTNUT ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1906,FREEHOLD,999,300,,30,10
8,HARTHAM ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1906,LEASEHOLD,71,95,6,28.8,3.298611111
776,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1906,COPYHOLD,999,2550,,,
638,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1906,FREEHOLD,999,1500,,,
601,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1906,LEASEHOLD,61,450,8,,
8,KEMBLE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1906,LEASEHOLD,78,165,4.2,28.6,5.769230769
23,LANGHAM ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1906,LEASEHOLD,71,255,6.5,34,7.5
42,RUSSELL ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1906,LEASEHOLD,70,155,5,32.5,4.769230769
565,SEVEN SISTERS ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1906,LEASEHOLD,70,285,8,,
77,BAILEY'S LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,LEASEHOLD,82,80,5,33.8,2.366863905
17,GROVE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,FREEHOLD,999,250,,31.2,8.012820513
2,HOUGHTON ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,LEASEHOLD,69,150,6,36.4,4.120879121
26,LORDSMEAD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,LEASEHOLD,94,250,6,39,6.41025641
232,NORTHUMBERLAND PARK,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,LEASEHOLD,43,150,4.375,25,6
68,NORTHUMBERLAND PARK,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,LEASEHOLD,66,350,7.5,40,8.75
130,PHILIP LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,LEASEHOLD,91,312,7.5,34,9.176470588
9,POYNTON ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,LEASEHOLD,59,65,3.5,20,3.25
23,RUSSELL ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,LEASEHOLD,70,170,5.25,31.2,5.448717949
42,"SEAFORD ROAD (THE ""SEAFORD STORES"")",TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,LEASEHOLD,85,300,5,32,9.375
47,SOMERFORD GROVE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,LEASEHOLD,68,120,5,28.6,4.195804196
37,SUMMERHILL ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,FREEHOLD,999,500,,,
177,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1907,LEASEHOLD,72,180,5,33.8,5.325443787
5,CANDLER STREET,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1910,LEASEHOLD,78,155,5.25,,
7,IPPLEPEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1910,LEASEHOLD,,125,4.5,35.1,3.561253561
163,NORTHUMBERLAND PARK,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1910,LEASEHOLD,40,160,4.5,24,6.666666667
67,PAIGNTON ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1910,LEASEHOLD,70,100,5.5,31.2,3.205128205
138,PARK LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1910,LEASEHOLD,54,100,5,28.6,3.496503497
11,PELHAM ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1910,LEASEHOLD,66,135,6,33.8,3.99408284
158,SEAFORD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1910,LEASEHOLD,72,130,4.2,28.6,4.545454546
6,STAMFORD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1910,LEASEHOLD,52,145,3.5,31.2,4.647435897
25,SUMMERHILL ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1910,FREEHOLD,999,350,,24,14.58333333
12,TALBOT ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1910,FREEHOLD,999,400,,35,11.42857143
15,WHITELEY ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1910,FREEHOLD,999,500,,38,13.15789474
3,GROVE PARK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1898,LEASEHOLD,84,260,6,33.8,7.692307692
289,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1898,LEASEHOLD,78,285,7.35,,
435,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1898,LEASEHOLD,38,40,32,42,0.952380952
670,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1898,FREEHOLD,999,955,,45,21.22222222
35,NORTHUMBERLAND GROVE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1898,LEASEHOLD,82,210,8,28,7.5
571,SEVEN SISTERS ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1898,LEASEHOLD,78,245,8,25,9.8
573,SEVEN SISTERS ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1898,LEASEHOLD,78,260,8,32,8.125
595,SEVEN SISTERS ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1898,LEASEHOLD,78,240,8,25,9.6
597,SEVEN SISTERS ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1898,LEASEHOLD,78,240,8,40,6
73,SOMERSET ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1898,FREEHOLD,999,210,,19.5,10.76923077
28,THE AVENUE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1898,LEASEHOLD,81,300,5.25,27,11.11111111
4,WAKEFIELD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1898,LEASEHOLD,88,275,6.5,30,9.166666667
639,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1899,FREEHOLD,999,,,,
14,HOUGHTON ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1899,LEASEHOLD,77,245,6,29.9,8.193979933
1,LINCOLN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1899,LEASEHOLD,72,245,6.5,40.3,6.079404467
122,NORTHOMBERLAND PARK,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1899,FREEHOLD,999,435,,32,13.59375
1,PROSPECT PLACE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1899,FREEHOLD,999,250,,19.5,12.82051282
371,SEVEN SISTERS ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1899,LEASEHOLD,97,410,24,60,6.833333333
59,VIEARAGE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1899,FREEHOLD,999,320,,28.6,11.18881119
61,VIEARAGE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1899,FREEHOLD,999,325,,26,12.5
12,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1899,LEASEHOLD,77,720,7.35,56,12.85714286
156,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1899,FREEHOLD,999,,,,
404,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1899,LEASEHOLD,78,450,7.5,45,10
22,BIRKBECK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,FREEHOLD,999,310,,27.3,11.35531136
61,BROAD LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,FREEHOLD,999,500,,34,14.70588235
15,CHURCH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,FREEHOLD,999,700,,40,17.5
59,CORNWALL ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,LEASEHOLD,50,250,5.25,27.5,9.090909091
9,EAGLE AVENUE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,LEASEHOLD,84,335,6,32,10.46875
353,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,LEASEHOLD,84,400,8.4,,
728,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,FREEHOLD,999,400,,18,22.22222222
18,LANGHAM ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,LEASEHOLD,77,300,5,26,11.53846154
174,NORTHUMBERLAND PARK,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,LEASEHOLD,50,215,4.5,,
54,PARK LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,LEASEHOLD,78,200,8,20,10
225,PARK LAEN,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,FREEHOLD,999,470,,32,14.6875
24,PARK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,LEASEHOLD,88,230,7.5,22,10.45454546
30,SOMERFORD ROAAAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,FREEHOLD,999,285,,19.5,14.61538462
40,SOMERFORD ROAAAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,FREEHOLD,999,330,,33.8,9.76331361
34,SPRINGFIELD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,LEASEHOLD,80,280,4.5,,
145,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,LEASEHOLD,23,240,12,45,5.333333333
409,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1900,FREEHOLD,999,650,,35,18.57142857
45,ECKINGTON ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1908,LEASEHOLD,68,80,3.5,23.4,3.418803419
406,"HIGH ROAD, ""THE TALBOT"" P-H",TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1908,LEASEHOLD,11,100,,,
603,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1908,LEASEHOLD,59,465,8,52,8.942307692
22,MANOR ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1908,FREEHOLD,999,190,,23.4,8.11965812
22,PORTLAND ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1908,LEASEHOLD,68,130,6,36.4,3.571428571
15,RUSKIN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1908,LEASEHOLD,70,140,7.35,,
8,STAMFORD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1908,LEASEHOLD,46,138,2,28.6,4.825174825
68,STANMORE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1908,LEASEHOLD,86,250,6,39,6.41025641
48,TEMPLETON ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1908,LEASEHOLD,68,30,3.5,22.1,1.357466063
14,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1908,LEASEHOLD,68,800,9.85,65,12.30769231
157,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1908,LEASEHOLD,62,425,6,40,10.625
12,ALFOXTON AVENUE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1909,LEASEHOLD,83,230,7,39,5.897435897
30,AVENUE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1909,LEASEHOLD,67,80,5,36.4,2.197802198
15,BARONET ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1909,FREEHOLD,999,280,,28,10
24,BIRKBECK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1909,FREEHOLD,999,200,,29.9,6.688963211
9,ELMAR ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1909,LEASEHOLD,70,128,3.5,22.75,5.626373626
24,GROVE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1909,LEASEHOLD,63,60,4.5,28.6,2.097902098
28,HIGHWEEK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1909,LEASEHOLD,69,190,8,32.5,5.846153846
8,"HONGHTON ROAD, WEST GREEN",TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1909,LEASEHOLD,69,176,5.75,36.3,4.848484849
28,WAVERLEY ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1909,FREEHOLD,999,190,,,
38,"ABBOTEFORD AVENUE, WEST GREEN",TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,LEASEHOLD,78,245,5.5,28,8.75
85,BEACONSFIELD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,LEASEHOLD,66,155,6,33.8,4.585798817
86,BROADWATER ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,FREEHOLD,999,425,,,
4,CHESTNUT GROVE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,LEASEHOLD,57,120,6,44.2,2.714932127
736,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,FREEHOLD,999,610,,55,11.09090909
14,IPPLEPEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,LEASEHOLD,70,210,4,33.8,6.213017752
5,KING'S ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,LEASEHOLD,55,98,2,20.8,4.711538462
5,MANOR ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,LEASEHOLD,81,75,5.25,24.7,3.036437247
76,"MOUNT PLEASANT ROAD, FERRESTONE HOUSE",TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,FREEHOLD,999,700,,48,14.58333333
24,PAIGNTON ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,LEASEHOLD,59,145,5.25,35.1,4.131054131
34,SPRINGFIELD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,FREEHOLD,999,320,,31.2,10.25641026
26,STIRLING ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,FREEHOLD,999,,,32.5,
50,TYNEMOUTH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,LEASEHOLD,58,215,5.5,41.1,5.231143552
24,VINCENT ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,LEASEHOLD,73,195,5.5,33.8,5.769230769
368,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,LEASEHOLD,55,140,5.25,28,5
53,"WILLOUGHBY LANE, BEULAH HOUSE",TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1911,FREEHOLD,999,400,,,
56,BRUTEWICK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1912,,,80,3.15,28.6,2.797202797
1,CANDLER STREET,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1912,,,130,5.25,33.8,3.846153846
270,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1912,FREEHOLD,999,325,,36,9.027777778
6,HIGHWEEK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1912,LEASEHOLD,66,150,4.5,31.2,4.807692308
101,MARKFIELD ROAD (COTTAGE),TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1912,LEASEHOLD,57,60,3.75,30.75,1.951219512
41,MOSELLE STREET,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1912,LEASEHOLD,41,5,3.15,22.1,0.226244344
150,MOUNT PLEASANT ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1912,FREEHOLD,999,300,,28,10.71428571
206,TESKESBURY ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1912,LEASEHOLD,64,50,7,44.2,1.13122172
520,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1912,LEASEHOLD,20,300,11,,
5,BRUNSWICK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1914,LEASEHOLD,62,135,6,31.2,4.326923077
