street_number,actual_street_name,Suburb,lprice_diff,lrents_diff,lgroundrents_diff,d_1895,d_1896,d_1897,d_1898,d_1899,d_1900,d_1901,d_1902,d_1903,d_1904,d_1905,d_1906,d_1907,d_1908,d_1909,d_1910,d_1911,d_1912,d_1913,d_1914
9,DALYELL ROAD,STOCKWELL,-0.530628251,0.417887628,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,BROMLEY HALL ROAD,POPLAR,-0.46536325,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,CRESCENT ROAD,WOOD GREEN,-0.05942342,-0.074107972,-0.241162057,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,INGRAVE STREET,BATTERSEA,0.490622916,0.15415068,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,DULWICH ROAD,HERNE HILL,0.018018506,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,BARING STREET,HOXTON,0.059423421,0.293135923,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,HIGH STREET,POPLAR,0.074107972,0,,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,COLERIDGE ROAD,FINSBURY PARK,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,MAPLE ROAD,PENGE,0.14536585,0,,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,BOLINGBROKE ROAD,BATTERSEA,0.014388738,0,,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,LLOYD SQUARE,PENTONVILLE,-0.191891008,-0.105360516,0.09531018,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,PORTLAND ROAD,NORWOOD,0.223143551,0,,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,MALDEN ROAD,KENTISH TOWN,-0.077961541,,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,KINGSLAND ROAD,KINGSLAND,-1.32175584,0,,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,MILE END ROAD,MILE END,-0.139761942,0.182321557,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,HIGH ROAD,LEYTONSTONE,0.00881063,0,,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,FRAMPTON PARK ROAD,HACKNEY,-0.048009219,-0.051293294,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,ALFRED PLACE,HAGGERSTON,-0.068992871,0.175890667,,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,RICHMOND ROAD,BARNSBURY,-0.025975486,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,HIGH ROAD,LEE,0.08288766,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,OAKLEY STREET,LAMBETH,0.080852097,0,,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,EAST INDIA ROAD,POPLAR,1.358123484,0.223143551,,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,BRUCE ROAD,HARLESDEN,0.258861634,0.182321557,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,KINGSLAND ROAD,KINGSLAND,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,NAVARINO ROAD,DALSTON,0.200670696,0.136132174,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,ST. MARY'S ROAD,CANONBURY,0.223143551,-0.031252544,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,BENLEDI STREET,POPLAR,0.182321557,,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,WEST HILL,SYDENHAM,0.068992872,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,WELLESLEY ROAD,CHISWICK,0,-0.033901552,1.049822125,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,OXFORD TERRACE,ISLINGTON,-0.191891008,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,AVENUE ROAD,BOW,0.16251893,0.498753043,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,TREDEGAR ROAD,BOW,0.253195896,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CESTER STREET,HAGGERSTON,0.3074847,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,MOORE PARK ROAD,FULHAM,0.116072171,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ATHERDEN ROAD,CLAPTON,0.048790164,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,WARWICK PLACE WEST MEWS,PIMLICO,-0.485507816,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,TRAFALGAR SQUARE,CHELSEA,-0.567984038,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,ARLINGFORD ROAD,BRIXTON,0.241162057,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,ROLLO STREET,BATTERSEA,0.302280872,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,GOLDNEY ROAD,PADDINGTON,0.112477983,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,COWPER ROAD,STOKE NEWINGTON,-0.014388737,,-0.048790164,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,WINDSOR ROAD,HOLLOWAY,0.287682073,0.117783036,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CESTER STREET,HAGGERSTON,0.076961041,,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150,LEATHWAITE ROAD,CLAPHAM,0.039220713,,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,GOLDINGTON CRESCENT,ST. PANCRAS,0.080042708,,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,MALDEN ROAD,KENTISH TOWN,0.233093882,0.039220713,-0.048790164,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,EAST BANK,STAMFORD HILL,0.282566972,0.223143551,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,STAMFORD STREET,LAMBETH,-0.277631737,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,BLYTHE HILL,CATFORD,-0.15082289,-0.028987537,,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,LEWISHAM ROAD,LEWISHAM,-0.454255272,0.09531018,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,GREAT CHARLOTTE STREET,BLACKFRIARS,0.559615788,0.573345981,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,TASMAN ROAD,STOCKWELL,0.080042708,0.297251524,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,SUSANNAH STREET,POPLAR,-0.060624622,0.080042708,,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,MOSS STREET,BETHNAL GREEN,0.120144312,0,,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,MOSS STREET,BETHNAL GREEN,-0.124052649,0,,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,COMPTON ROAD,CANONBURY,-0.203340924,0,,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
538,,COMMERCIAL ROAD EAST,0.236388778,0,,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,ARUNDEL SQUARE,BARNSBURY,0.033901552,0.080042708,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,MIDDLESEX STREET,ALDGATE,0.046043939,0.492476485,,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,JOHNSON'S PLACE,PIMLICO,-0.124052649,0.362447723,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,LANGHAM ROAD,TOTTENHAM,0.050010421,0.040821995,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,CHURCH STREET,STOKE NEWINGTON,0.133531393,,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,GREAT TITCHFIELD STREET,MARYLEBONE,0.091567194,-0.257829109,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,CESTER STREET,HAGGERSTON,0.00643089,0,,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,WESTDOWN ROAD,CATFORD,0.025317808,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,MOORE PARK ROAD,FULHAM,0.182321557,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,HIGHWEEK ROAD,TOTTENHAM,0.089948237,0.090971778,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,MOORE PARK ROAD,FULHAM,0.045462374,0,-0.048790164,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,TERRACE ROAD,HACKNEY,-0.105360516,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,PRIORY PARK ROAD,KILBURN,0.182321557,0.111225635,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,PRIORY PARK ROAD,KILBURN,0.15415068,0.054067221,,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,BECKWAY STREET,WALWORTH,-0.127833372,0.133531393,,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,HIGHBURY GROVE,HIGHBURY,-0.165667122,0,,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,CLARIBEL ROAD,BRIXTON,-0.246860078,0.054067221,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
420,HIGH ROAD,TOTTENHAM,0.092592787,0.405465108,,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,LIBERIA ROAD,HIGHBURY,0.050010421,0.146603474,0.068992872,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71,WHITE HART LANE,BARNES,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,MUSGRAVE CRESCENT,FULHAM,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,GOULTON ROAD,CLAPTON,-0.111225635,-0.09531018,,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,HARRINGTON STREET,HAMPSTEAD ROAD,-0.161268148,,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,ESTCOURT ROAD,FULHAM,-0.021053409,0.068992872,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,DEVONSHIRE ROAD,SOUTH LAMBETH,0.069958589,0,,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,RUSHEY GREEN,CATFORD,0.84218276,0.584933596,,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
209,STANHOPE STREET,HAMPSTEAD ROAD,-0.052185753,0.046520016,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,MEDUSA ROAD,CATFORD,-0.129211731,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,MAYFIELD ROAD,DALSTON,-0.518793793,0.060624622,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,TORBAY STREET,KENTISH TOWN,-0.061875404,0.072320662,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
456,KINGSLAND ROAD,KINGSLAND,-2.302585093,-0.143100844,,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,GREAT CHARLOTTE STREET,BLACKFRIARS,-1.145132304,,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,JOHNSON'S PLACE,PIMLICO,-0.068992871,0.362447723,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,BLYTHE HILL,CATFORD,-0.867500568,,,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,CESTER STREET,HAGGERSTON,-0.156842471,-0.15415068,,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,RECULVER ROAD,DEPTFORD,0.068992872,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
287,NORWOOD ROAD,HERNE HILL,-0.955511445,0.117783036,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297,CAMDEN ROAD,HOLLOWAY,0.10724553,-0.080042708,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,WILLIAM STREET,HAMPSTEAD ROAD,-0.418710335,,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
142,CAMDEN ROAD,CAMDEN TOWN,-0.550046337,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
142,CAMDEN ROAD,CAMDEN TOWN,-0.412845215,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
153,EAST DULWICH GROVE,DULWICH,-0.131927543,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,ANERLEY ROAD,ANERLEY,-0.14792013,,0.105360516,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,TONSLEY ROAD,WANDSWORTH,-0.158224005,0.010929071,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,BARTHOLOMEW ROAD,KENTISH TOWN,-0.192077732,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,MATILDA STREET,BARNSBURY,-0.487014975,0.057158414,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,MURIEL STREET,BARNSBURY,-0.459532329,0.033901552,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,ST. PAUL'S ROAD,CANONBURY,0.019802627,0.143100844,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,ST. PETER'S ROAD,MILE END,-1.423108334,0.048790164,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,CROWN TERRACE,KENTISH TOWN,-0.245122458,0.331357136,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,NEW STREET,ST. JOHN'S WOOD,-0.593063722,0.69600025,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
318,CRYSTAL PALACE ROAD,DULWICH,-0.360002734,0.331357136,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,RECULVER ROAD,DEPTFORD,-0.767255153,-0.105360516,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
197,PORTSDOWN ROAD,MAIDA VALE,-0.916290732,0.236388778,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,TONSLEY ROAD,WANDSWORTH,-0.158224005,0.090971778,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,MAYFIELD ROAD,DALSTON,-1.029619417,0.060624622,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58,LONGTON GROVE,SYDENHAM,-0.798507696,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,TRINITY MEWS,PIMLICO,-1.474401629,-0.248461359,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,MILE END ROAD,MILE END,-0.609765572,-0.040821995,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,ALFRED PLACE,HAGGERSTON,-2.302585093,-0.262364264,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
106,MANOR ROAD,STOKE NEWINGTON,-0.057629113,0.074107972,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,DERWENT ROAD,ANERLEY,-1.32175584,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,SILVERDALE,SYDENHAM,0.27029033,-0.430782916,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,WYNNE ROAD,BRIXTON,-0.192903666,0.01702974,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,ALLEYN CRESCENT,DULWICH,-0.556571646,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,COMERFORD ROAD,BROCKLEY,-0.182321557,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,SELSDON ROAD,UPTON PARK,0.259511196,0.15415068,,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,UPPER TULSE HILL,BRIXTON,0.216671037,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,GRANVILLE ROAD,KILBURN,0.054067221,,-0.060624622,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,KERBEY STREET,POPLAR,-0.027028672,0,,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FELTON STREET,HOXTON,0.315081047,0,,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,TOLMER'S SQUARE,HAMPSTEAD ROAD,0.015151805,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,GILMORE ROAD,LEWISHAM,-0.039220713,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,PORTLAND ROAD,FINSBURY PARK,0.048790164,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,ZETLAND STREET,POPLAR,0,0.117182255,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CHARLES STREET,HOLLOWAY,0.146603474,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,NORFOLK ROAD,DALSTON,0.14403937,0.111225635,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,PONSONBY PLACE,WESTMINSTER,0.16507975,,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,TOLLINGTON PARK,HOLLOWAY,0.079137321,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,WOOD LANE,SHEPHERD'S BUSH,0.075985907,-0.174353387,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,HIGHBURY NEW PARK,HIGHBURY,-0.182321557,-0.182321557,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,EBURY STREET,PIMLICO,-0.004434597,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,EBURY STREET,PIMLICO,0.060103924,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,ISLIP STREET,KENTISH TOWN,0.223143551,0.100083459,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,WEEDINGTON ROAD,KENTISH TOWN,0.308735482,-0.080042708,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,GREENWOOD ROAD,DALSTON,0.158224005,0.133531393,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,ELTHORNE ROAD,HOLLOWAY,0.219362829,0.111225635,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,PORTLAND ROAD,NOTTING HILL,0.16907633,,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,EAST INDIA DOCK ROAD,POPLAR,0.246860078,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,ROSSITER ROAD,BALHAM,-0.074107972,0.060624622,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,CLIFTON ROAD,PECKHAM,0.167054085,0,,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,RHYL STREET,KENTISH TOWN,-0.017094433,,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,SONNING STREET,BARNSBURY,0.22612418,,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,NUNHEAD GROVE,PECKHAM,-0.018692133,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,OVERTON ROAD,BRIXTON,-0.117783036,-0.056089467,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,HEMINGFORD ROAD,BARNSBURY,0.10426101,-0.068992871,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,HANWAY PLACE,OXFORD STREET,0.343018905,0.287682073,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,ALBERT ROAD,KILBURN,0.156842472,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,JAMAICA ROAD,BERMONDSEY,-0.116724274,0,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,CAWLEY ROAD,VICTORIA PARK,0.055262679,0.117783036,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,EAST INDIA DOCK ROAD,POPLAR,-0.074107972,0,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,ROCHESTER ROAD,CAMDEN TOWN,0.147635999,,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,COMPTON ROAD,CANONBURY,-0.020202707,,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,MALDEN ROAD,KENTISH TOWN,0.311055424,,-0.048790164,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,NORTHUMBERLAND GROVE,TOTTENHAM,-0.024097552,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,HOPTON ROAD,STREATHAM,-0.063715814,,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,SOUTHGATE ROAD,DE BEAUVOIR TOWN,0.223143551,0.09531018,3.601868077,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,PARADISE STREET,ROTHERHITHE,-0.09237332,,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,MARKET STREET,POPLAR,0.115512887,,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,MILTON ROAD,WALTHAMSTOW,0.083381609,0.060624622,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,MILTON ROAD,WALTHAMSTOW,-0.090971778,,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,DEMPSEY STREET,STEPNEY,0.025317808,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,COMPTON TERRACE,ISLINGTON,0.437213806,0.485507816,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,NEW NORTH ROAD,HOXTON,-0.606135804,0.040821995,,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
306,HAYDON'S ROAD,WIMBLEDON,-0.040821995,0.223143551,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,ALMERIC ROAD,BATTERSEA,0.147157644,0.117783036,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,ECCLESBOURNE ROAD,ISLINGTON,-0.033522692,-0.117783036,,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,KNOWLE ROAD,BRIXTON,0.093818755,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,HALLIFORD STREET,ISLINGTON,-0.182321557,0.087011377,,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,AMBERLEY ROAD,LEYTON,-0.105360516,,,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,EFFINGHAM ROAD,HARRINGAY,0.083381609,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,TRAFALGAR ROAD,OLD KENT ROAD,0.049596941,0.060624622,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,AVENUE ROAD,LEWISHAM,0.087011377,0.274436846,,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,CAZENOVE ROAD,STOKE NEWINGTON,0.30271995,0.087011377,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,COOMER ROAD,FULHAM,-0.223143551,0.36772478,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,REEDHAM STREET,PECKHAM,-0.262364264,0.287682073,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,RIVERSDALE ROAD,HIGHBURY,-1.023388867,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,BOW ROAD,BOW,-0.064538521,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,CLAREMONT ROAD,FOREST GATE,-0.144934025,0.080042708,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
